Nr.p.k.,Norise,Iestāde,Pašvaldība,Punkti Lasīšana,Procenti Lasīšana,Punkti Klausīšanās,Procenti Klausīšanās,Punkti Rakstīšana,Procenti Rakstīšana,Punkti Runāšana,Procenti Runāšana,Punkti kopā,Procenti kopā,Tips,Urbanizācija
499,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Tehnoloģiju vidusskola - licejs,Daugavpils,"14,0000",56,"10,0000",40,"9,3750",37,"22,0000",88,"55,3750",55,vidusskola,Valstspilsētas
500,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"17,0000",68,"15,0000",60,"16,8750",67,"23,0000",92,"71,8750",71,valsts ģimnāzija,Valstspilsētas
501,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"12,0000",48,"19,0000",76,"16,2500",65,"25,0000",100,"72,2500",72,valsts ģimnāzija,Valstspilsētas
502,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"6,0000",24,"6,0000",24,"11,2500",45,"22,0000",88,"45,2500",45,valsts ģimnāzija,Valstspilsētas
503,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"16,0000",64,"16,0000",64,"21,8750",87,"25,0000",100,"78,8750",78,valsts ģimnāzija,Valstspilsētas
504,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"9,0000",36,"13,7500",55,"24,0000",96,"56,7500",56,valsts ģimnāzija,Valstspilsētas
505,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"12,0000",48,"12,0000",48,"12,5000",50,"25,0000",100,"61,5000",61,valsts ģimnāzija,Valstspilsētas
506,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"21,0000",84,"17,0000",68,"20,0000",80,"25,0000",100,"83,0000",83,valsts ģimnāzija,Valstspilsētas
507,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"15,0000",60,"10,0000",40,"5,6250",22,"24,0000",96,"54,6250",54,valsts ģimnāzija,Valstspilsētas
508,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"3,0000",12,"1,0000",4,"3,7500",15,"17,0000",68,"24,7500",24,valsts ģimnāzija,Valstspilsētas
509,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"7,0000",28,"3,0000",12,"5,0000",20,"20,0000",80,"35,0000",35,valsts ģimnāzija,Valstspilsētas
510,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"19,0000",76,"18,0000",72,"16,8750",67,"25,0000",100,"78,8750",78,valsts ģimnāzija,Valstspilsētas
511,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"13,0000",52,"13,0000",52,"18,1250",72,"25,0000",100,"69,1250",69,valsts ģimnāzija,Valstspilsētas
512,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"18,0000",72,"10,0000",40,"17,5000",70,"24,0000",96,"69,5000",69,valsts ģimnāzija,Valstspilsētas
513,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"14,0000",56,"16,0000",64,"20,0000",80,"23,0000",92,"73,0000",73,valsts ģimnāzija,Valstspilsētas
514,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"11,0000",44,"6,0000",24,"11,2500",45,"21,0000",84,"49,2500",49,valsts ģimnāzija,Valstspilsētas
515,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"21,0000",84,"16,0000",64,"21,2500",85,"25,0000",100,"83,2500",83,valsts ģimnāzija,Valstspilsētas
516,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"14,0000",56,"10,0000",40,"11,2500",45,"25,0000",100,"60,2500",60,valsts ģimnāzija,Valstspilsētas
517,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"4,0000",16,"12,5000",50,"24,0000",96,"50,5000",50,valsts ģimnāzija,Valstspilsētas
518,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"23,0000",92,"23,0000",92,"24,3750",97,"25,0000",100,"95,3750",95,valsts ģimnāzija,Valstspilsētas
519,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"18,0000",72,"8,0000",32,"15,0000",60,"22,0000",88,"63,0000",63,valsts ģimnāzija,Valstspilsētas
520,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"17,0000",68,"14,0000",56,"16,2500",65,"25,0000",100,"72,2500",72,valsts ģimnāzija,Valstspilsētas
521,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"21,0000",84,"18,0000",72,"21,8750",87,"25,0000",100,"85,8750",85,valsts ģimnāzija,Valstspilsētas
522,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"20,0000",80,"15,0000",60,"15,6250",62,"25,0000",100,"75,6250",75,valsts ģimnāzija,Valstspilsētas
523,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"11,0000",44,"15,0000",60,"11,8750",47,"25,0000",100,"62,8750",62,valsts ģimnāzija,Valstspilsētas
524,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"15,0000",60,"14,0000",56,"18,7500",75,"21,0000",84,"68,7500",68,valsts ģimnāzija,Valstspilsētas
525,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"12,0000",48,"11,0000",44,"12,5000",50,"22,0000",88,"57,5000",57,valsts ģimnāzija,Valstspilsētas
526,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"7,0000",28,"10,6250",42,"22,0000",88,"49,6250",49,valsts ģimnāzija,Valstspilsētas
527,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"9,0000",36,"16,2500",65,"23,0000",92,"58,2500",58,valsts ģimnāzija,Valstspilsētas
528,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"21,0000",84,"21,0000",84,"21,8750",87,"23,0000",92,"86,8750",86,valsts ģimnāzija,Valstspilsētas
529,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"15,0000",60,"5,0000",20,"16,2500",65,"21,0000",84,"57,2500",57,valsts ģimnāzija,Valstspilsētas
530,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"15,0000",60,"8,0000",32,"13,1250",52,"17,0000",68,"53,1250",53,valsts ģimnāzija,Valstspilsētas
531,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"16,0000",64,"6,0000",24,"16,2500",65,"22,0000",88,"60,2500",60,valsts ģimnāzija,Valstspilsētas
532,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"13,0000",52,"10,0000",40,"15,6250",62,"19,0000",76,"57,6250",57,valsts ģimnāzija,Valstspilsētas
533,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"11,0000",44,"10,0000",40,"0,0000",0,"16,0000",64,"37,0000",37,valsts ģimnāzija,Valstspilsētas
534,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"15,0000",60,"8,0000",32,"11,8750",47,"19,0000",76,"53,8750",53,valsts ģimnāzija,Valstspilsētas
535,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"23,0000",92,"18,0000",72,"23,7500",95,"24,0000",96,"88,7500",88,valsts ģimnāzija,Valstspilsētas
536,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"17,0000",68,"12,0000",48,"15,0000",60,"20,0000",80,"64,0000",64,valsts ģimnāzija,Valstspilsētas
537,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"11,0000",44,"11,0000",44,"18,1250",72,"20,0000",80,"60,1250",60,valsts ģimnāzija,Valstspilsētas
538,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"10,0000",40,"19,3750",77,"12,0000",48,"51,3750",51,valsts ģimnāzija,Valstspilsētas
539,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"17,0000",68,"13,0000",52,"2,5000",10,"18,0000",72,"50,5000",50,valsts ģimnāzija,Valstspilsētas
540,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"21,0000",84,"18,0000",72,"23,7500",95,"25,0000",100,"87,7500",87,valsts ģimnāzija,Valstspilsētas
541,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"17,0000",68,"9,0000",36,"10,6250",42,"16,0000",64,"52,6250",52,valsts ģimnāzija,Valstspilsētas
542,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"5,0000",20,"9,0000",36,"11,8750",47,"16,0000",64,"41,8750",41,valsts ģimnāzija,Valstspilsētas
543,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"13,0000",52,"15,0000",60,"16,2500",65,"18,0000",72,"62,2500",62,valsts ģimnāzija,Valstspilsētas
544,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"9,0000",36,"17,5000",70,"22,0000",88,"58,5000",58,valsts ģimnāzija,Valstspilsētas
545,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"24,0000",96,"21,0000",84,"18,1250",72,"24,0000",96,"87,1250",87,valsts ģimnāzija,Valstspilsētas
546,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"4,0000",16,"6,0000",24,"11,2500",45,"16,0000",64,"37,2500",37,valsts ģimnāzija,Valstspilsētas
547,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"12,0000",48,"10,0000",40,"18,7500",75,"15,0000",60,"55,7500",55,valsts ģimnāzija,Valstspilsētas
548,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"18,0000",72,"21,0000",84,"16,8750",67,"23,0000",92,"78,8750",78,valsts ģimnāzija,Valstspilsētas
549,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"15,0000",60,"10,0000",40,"16,8750",67,"16,0000",64,"57,8750",57,valsts ģimnāzija,Valstspilsētas
550,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"10,0000",40,"5,0000",20,"16,2500",65,"19,0000",76,"50,2500",50,valsts ģimnāzija,Valstspilsētas
551,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"9,0000",36,"12,0000",48,"15,6250",62,"17,0000",68,"53,6250",53,valsts ģimnāzija,Valstspilsētas
552,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"9,0000",36,"10,0000",40,"10,6250",42,"15,0000",60,"44,6250",44,valsts ģimnāzija,Valstspilsētas
553,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"12,0000",48,"11,0000",44,"13,7500",55,"23,0000",92,"59,7500",59,valsts ģimnāzija,Valstspilsētas
554,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"8,0000",32,"3,0000",12,"10,0000",40,"15,0000",60,"36,0000",36,valsts ģimnāzija,Valstspilsētas
555,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Daugavpils Valsts ģimnāzija,Daugavpils,"8,0000",32,"8,0000",32,"5,0000",20,"16,0000",64,"37,0000",37,valsts ģimnāzija,Valstspilsētas
556,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"15,0000",60,"16,0000",64,"19,3750",77,"16,0000",64,"66,3750",66,vidusskola,Valstspilsētas
557,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"14,0000",56,"14,0000",56,"16,8750",67,"20,0000",80,"64,8750",64,vidusskola,Valstspilsētas
558,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"9,0000",36,"10,0000",40,"13,1250",52,"15,0000",60,"47,1250",47,vidusskola,Valstspilsētas
559,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"8,0000",32,"3,0000",12,"10,6250",42,"15,0000",60,"36,6250",36,vidusskola,Valstspilsētas
560,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"9,0000",36,"9,0000",36,"8,1250",32,"13,0000",52,"39,1250",39,vidusskola,Valstspilsētas
561,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"14,0000",56,"10,0000",40,"2,5000",10,"5,0000",20,"31,5000",31,vidusskola,Valstspilsētas
562,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"15,0000",60,"12,0000",48,"9,3750",37,"15,0000",60,"51,3750",51,vidusskola,Valstspilsētas
563,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"16,0000",64,"13,0000",52,"15,0000",60,"18,0000",72,"62,0000",62,vidusskola,Valstspilsētas
564,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"8,0000",32,"3,0000",12,"11,8750",47,"20,0000",80,"42,8750",42,vidusskola,Valstspilsētas
565,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"9,0000",36,"3,0000",12,"8,1250",32,"15,0000",60,"35,1250",35,vidusskola,Valstspilsētas
566,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"20,0000",80,"17,0000",68,"16,8750",67,"22,0000",88,"75,8750",75,vidusskola,Valstspilsētas
567,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"13,0000",52,"14,0000",56,"8,1250",32,"14,0000",56,"49,1250",49,vidusskola,Valstspilsētas
568,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"19,0000",76,"17,0000",68,"23,1250",92,"25,0000",100,"84,1250",84,vidusskola,Valstspilsētas
569,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"9,0000",36,"9,0000",36,"10,0000",40,"20,0000",80,"48,0000",48,vidusskola,Valstspilsētas
570,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"5,0000",20,"6,0000",24,"6,2500",25,"20,0000",80,"37,2500",37,vidusskola,Valstspilsētas
571,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"5,0000",20,"6,0000",24,"10,6250",42,"12,0000",48,"33,6250",33,vidusskola,Valstspilsētas
572,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"15,0000",60,"6,0000",24,"3,7500",15,"13,0000",52,"37,7500",37,vidusskola,Valstspilsētas
573,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"6,0000",24,"8,0000",32,"11,2500",45,"20,0000",80,"45,2500",45,vidusskola,Valstspilsētas
574,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"8,0000",32,"11,0000",44,"11,2500",45,"17,0000",68,"47,2500",47,vidusskola,Valstspilsētas
575,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"10,0000",40,"15,0000",60,"13,7500",55,"12,0000",48,"50,7500",50,vidusskola,Valstspilsētas
576,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Valstspilsētas vidusskola programmu īstenošanas vieta KAUŅAS IELA 8, DAUGAVPILS, LV-5404",Daugavpils,"11,0000",44,"12,0000",48,"3,7500",15,"6,0000",24,"32,7500",32,vidusskola,Valstspilsētas
577,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,"Daugavpils Zinātņu vidusskola programmu īstenošanas vieta Raiņa iela 30, Daugavpils",Daugavpils,"16,0000",64,"8,0000",32,"14,3750",57,"18,5000",74,"56,8750",56,vidusskola,Valstspilsētas
